Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.322,0.132,245.86,1.4,0,0,0
0.254,0,245.3,1,0,0,1
0.314,0,242.89,1.4,0,0,1
0.372,0.118,250.92,1.6,0,0,1
0.292,0.074,235.13,1.2,0,1,0
1.564,0.324,238.15,6.6,1,1,18
1.966,0.324,237.98,8.2,0,0,0
1.69,0.064,241.58,7,0,0,0
0.294,0.07,239.08,1.4,0,0,0
1.4,0.128,240.75,5.8,0,0,18
0.208,0.052,242.77,0.8,0,0,0
1.194,0.082,236.82,5,0,0,18
2.476,0.504,239.78,10.6,0,0,18
0.462,0.326,238.14,2.4,0,1,0
0.55,0.058,240.4,2.4,0,0,1
0.26,0.208,238.92,1.4,0,0,0
0.344,0.156,244.83,1.4,0,0,1
0.304,0.05,243.56,1.2,0,0,0
0.338,0.208,240.15,1.6,0,1,0
1.122,0.378,240.51,5.2,0,1,1
0.802,0.062,236.68,3.4,0,0,0
2.894,0.434,236.73,12.4,0,0,18
0.262,0.13,244.3,1.2,0,0,1
0.136,0,239.82,0.6,0,0,1
0.318,0.096,245.57,1.4,0,0,0
0.948,0.054,242.53,4,0,0,3
0.402,0.214,242.53,1.8,0,0,0
0.43,0.368,242.16,2.2,0,1,0
2.06,0.23,236.88,8.8,0,0,12
0.252,0,244.23,1,0,0,0
1.548,0.13,238.39,6.4,0,3,0
1.314,0,242.61,5.4,1,0,19
0.414,0.206,243.33,1.8,0,0,1
0.324,0.102,246.14,1.4,0,2,0
0.172,0.096,237.38,0.8,0,0,0
1.432,0.112,242.21,5.8,0,1,19
0.268,0.204,234.89,1.4,0,0,0
1.37,0,245.08,5.6,0,0,18
1.484,0,238.22,6.2,0,0,18
0.158,0,243.41,0.6,0,0,1
0.298,0,245.78,1.4,0,0,0
1.732,0,241.42,7.2,0,0,19
0.96,0,241.58,4,0,0,1
1.39,0.17,238.72,6,0,5,0
0.334,0,244.71,1.6,0,0,0
0.976,0.326,236.78,4.2,0,1,0
0.372,0.228,241.97,1.8,0,1,1
0.104,0,236.25,0.4,0,0,0
2.598,0.196,237.11,11,0,2,18
0.344,0,239.66,1.8,0,0,1
2.172,0,239.39,9,0,0,17
1.866,0.062,237,7.8,0,1,0
0.228,0,243.33,1,0,0,0
3.194,0.424,242.3,13.2,0,1,18
0.4,0.098,242.08,1.8,0,0,1
0.266,0,241.12,1.2,0,0,0
0.39,0.112,243.58,1.8,0,0,0
0.616,0.272,241.46,3,0,0,0
0.388,0.234,242.29,1.8,2,0,1
2.792,0.32,238.48,11.8,39,0,0
0.242,0.116,244.35,1,0,1,1
1.808,0,240.9,7.4,0,0,18
0.296,0.204,240.01,1.4,0,1,1
2.856,0,240.16,11.8,1,0,18
1.676,0.07,240.82,7,0,1,17
0.324,0.1,244.33,1.4,0,0,0
0.29,0.214,236.94,1.4,0,0,0
0.14,0,241.6,0.6,0,0,1
1.712,0.106,244.62,7,0,0,19
0.656,0.188,243.45,2.8,0,7,1
1.488,0.204,241.84,6.2,0,0,19
1.444,0.078,239.98,6,0,0,18
4.694,0.278,237.77,20.4,22,2,18
0.902,0.334,240.46,4,0,0,11
0.93,0.24,241.29,4,0,0,12
0.392,0.152,239.52,1.8,0,0,1
0.302,0.204,241.74,1.6,0,0,0
0.424,0,242.68,1.8,0,0,0
0.516,0.374,243.62,2.6,0,2,1
2.962,0.402,240.44,12.8,7,0,23
0.35,0.07,243.01,1.4,0,0,1
1.29,0,240.54,5.4,0,0,18
0.766,0.084,247.74,3.2,0,0,0
0.138,0,242.04,0.6,0,0,1
3.162,0.382,235.6,13.8,37,0,0
0.924,0,243.55,4,0,0,0
3.374,0.086,229.44,15.2,28,0,16
1.666,0.244,239.93,7,0,3,18
0.62,0.138,244.05,2.6,0,0,0
1.986,0.154,236.47,8.4,1,1,18
1.984,0.07,243.53,8,0,0,19
0.232,0.094,242.31,1,0,0,1
0.306,0.062,244.55,1.2,0,0,0
0.508,0.176,245.03,2.2,0,1,1
0.234,0,243.86,1,0,0,0
3.48,0.412,239.37,14.6,1,0,18
0.334,0.056,246.71,1.6,0,0,0
0.266,0.136,242.4,1.2,0,0,0
1.814,0,238.21,7.6,0,0,17
2.39,0.046,243.25,9.8,0,0,18
0.55,0.332,247.28,2.6,0,1,0
2.606,0.084,231.99,11.2,0,35,0
0.476,0,246.5,2,0,1,0
5.402,0.48,238.2,23.6,1,54,18
0.412,0.206,245.83,1.8,0,0,0
0.286,0.086,242.78,1.2,0,2,0
0.364,0.114,243.62,1.6,0,0,1
0.176,0,239.15,0.8,0,0,0
0.222,0.102,240.77,1,0,0,0
0.498,0.054,243.34,2.2,0,0,0
0.496,0.268,242.61,2.4,1,2,1
1.426,0.258,241.3,6,0,1,1
1.426,0,238.61,6,0,0,17
1.55,0.096,241.83,6.4,1,0,18
0.702,0,242.43,2.8,0,0,1
1.996,0.242,243.19,8.2,0,1,18
2.876,0.438,239.97,13,20,0,18
1.472,0.074,241.22,6,0,0,18
0.08,0,240.26,0.2,0,0,0
0.384,0.236,239.68,1.8,0,1,0
0.188,0.148,239.68,1,0,0,1
0.43,0.106,243.92,2,0,0,1
0.356,0.076,247.53,1.4,0,0,0
0.47,0.318,240.22,2.2,0,1,1
0.206,0.05,234.91,0.8,0,0,0
0.28,0.226,238.25,1.4,0,0,0
1.192,0.098,232.18,5,0,0,17
1.944,0.06,240.92,8,2,0,18
5.448,0.05,241.87,22.4,0,0,19
0.376,0.09,243.71,1.6,0,0,0
1.286,0.06,241.93,5.2,0,0,1
0.334,0.226,238.32,1.6,0,1,1
0.898,0.152,242.48,3.8,0,1,11
0.422,0.146,242.26,1.8,0,0,1
0.29,0.088,240.19,1.2,0,0,0
0.292,0.1,242.3,1.2,0,1,0
3.548,0.214,236.63,15,37,1,18
1.634,0.12,242.02,6.8,0,0,0
1.414,0.114,240.25,5.8,0,0,18
0.306,0.082,241.12,1.2,0,1,0
1.618,0.228,236.14,7,0,2,17
1.202,0.064,239.4,5,0,0,18
1.464,0.306,236.66,6.2,0,2,17
0.768,0.158,242.05,3.2,0,0,1
0.328,0.246,239.45,1.6,0,2,1
2.368,0.07,238.1,9.8,0,0,0
0.294,0,243.03,1.2,0,0,0
0.402,0.284,241,2,0,1,0
0.214,0,239.09,0.8,0,0,0
0.264,0.108,241.17,1.2,0,0,0
0.202,0.142,243.17,1,0,0,0
2.944,0.076,240.62,12.2,0,0,18
1.434,0.14,236.74,6,0,1,17
0.228,0.14,242.33,1.2,0,1,0
0.622,0.112,244.94,2.6,0,0,1
0.996,0.28,239.32,4.4,0,0,13
0.318,0.064,245.74,1.4,0,0,0
0.23,0,244.13,1,0,0,0
1.376,0.174,237.7,5.8,0,1,18
0.63,0.188,241.87,3,0,0,8
0.208,0.054,245.14,0.8,0,0,0
0.184,0.072,241.51,0.8,0,0,1
1.444,0.096,241.73,6,0,0,17
0.324,0.262,240.99,1.6,0,1,1
0.232,0.05,244.75,1,0,0,0
0.262,0,242.04,1,0,1,0
0.114,0,242.12,0.6,0,0,0
1.526,0.054,240.06,6.2,0,0,0
0.248,0.26,242.16,1.4,0,0,1
0.314,0.214,240.97,1.6,0,0,0
0.234,0.128,243.47,1,0,0,0
7.662,0.258,235.09,33,26,72,18
0.31,0.116,241.55,1.4,0,0,0
2.556,0.206,236.73,10.8,0,1,18
2.632,0.29,235.13,11.6,0,0,17
0.402,0.212,249.49,1.8,0,0,1
1.26,0.346,241.62,5.4,0,1,0
0.334,0.122,239.49,1.4,0,0,0
1.408,0.082,240.39,5.8,0,0,18
0.356,0.228,241.22,1.8,0,1,1
3.03,0.316,237.82,12.8,39,0,0
0.554,0,240.67,2.2,0,0,0
7.742,0.19,233.32,33.2,78,0,17
0.62,0.186,239.96,2.6,0,2,0
0.676,0.226,241.12,3.2,0,0,8
0.298,0.062,247.1,1.2,0,0,0
0.18,0.1,239.7,0.8,0,0,0
0.298,0.078,244.03,1.2,0,1,0
1.512,0.436,241.2,6.4,0,1,12
0.24,0.106,240.36,1,0,1,0
0.368,0.116,245.01,1.6,0,0,0
0.288,0.234,237.67,1.6,0,1,0
0.344,0.106,246.99,1.4,0,1,1
0.342,0.098,244.61,1.4,0,0,0
1.76,0.26,238.03,7.4,0,5,17
0.266,0.052,243.32,1,0,0,1
0.374,0.188,247.08,1.6,0,1,0
0.166,0.138,239.9,0.8,0,1,1
5.656,0.372,234.7,24.2,37,0,17
2.074,0.366,235.24,9,1,2,17
0.652,0,238,2.8,0,0,0
1.272,0.046,239.37,5.2,0,0,17
0.254,0,246.48,1,2,1,0
0.328,0.144,243.38,1.4,0,0,0
1.466,0.084,243.93,6,0,0,18
2.396,0.074,237.77,10,1,0,17
0.516,0.084,242.91,2,0,0,1
3.468,0.192,238.62,14.6,0,0,18
0.394,0.052,242.28,1.6,0,1,1
0.562,0.216,240.03,2.4,0,0,0
0.248,0.258,243.07,1.4,0,1,1
0.252,0.046,242.1,1,0,0,0
1.214,0.17,226.05,5.4,0,1,16
0.234,0,243.84,1,0,0,0
4.056,0,237.6,17,0,38,17
1.67,0.34,239.36,7,0,2,19
1.756,0.278,241.41,7.2,0,0,18
0.214,0.09,243.43,1,0,0,0
0.212,0.106,241.83,1,0,0,1
0.53,0.096,241.95,2.2,0,0,0
0.476,0.082,240.15,2,0,0,1
0.312,0.106,238.46,1.4,0,0,0
1.366,0.104,238.46,5.6,0,0,17
0.212,0.086,240.64,0.8,0,0,1
0.282,0.126,242.12,1.2,0,0,1
1.406,0.074,234.17,6,0,0,17
1.592,0.228,245.36,6.6,0,0,0
0.14,0,238.59,0.6,0,0,0
0.282,0,241.54,1.2,0,0,0
0.312,0.074,244.54,1.4,0,0,0
2.814,0.21,241.01,11.6,0,2,19
1.318,0.066,245.02,5.4,0,0,18
0.346,0.138,244.57,1.4,0,0,1
0.638,0.144,241.95,2.8,0,0,0
1.086,0.416,245.3,4.8,0,0,0
0.67,0.144,242.25,2.8,0,0,1
1.836,0.29,241.18,8,0,27,0
1.788,0.33,235.71,7.6,0,1,18
3.31,0.36,236.67,14.8,0,0,0
1.836,0,239,7.6,0,0,17
0.816,0,241.45,3.4,0,0,1
1.44,0.192,238.99,6,0,0,17
0.35,0,242,1.4,0,0,0
0.614,0.046,238.2,2.6,0,0,0
1.578,0.056,237.05,6.6,0,0,17
0.638,0.048,243.17,2.8,0,0,0
0.74,0.232,241.4,3.2,0,0,0
0.442,0.046,240.43,2,0,0,1
0.896,0,243.87,3.6,0,0,0
0.726,0.218,245.98,3,0,0,1
0.272,0.132,244.17,1.2,0,0,0
1.98,0.058,239.09,8.2,0,0,17
1.338,0.074,234.98,5.6,0,1,18
1.362,0.188,236.62,5.8,0,0,17
2.048,0.214,243.54,8.4,0,0,19
2.448,0.096,239.92,10.2,0,2,18
0.386,0.1,234.27,1.6,0,2,1
0.226,0,246.54,0.8,0,0,1
2.114,0.066,241.75,8.8,0,0,18
1.408,0,244.08,5.8,0,0,19
3.646,0.168,237.88,15.2,37,1,18
0.396,0.056,247.49,1.6,0,0,1
0.194,0.072,240.22,0.8,0,0,1
3.53,0.214,235.28,15,0,0,17
1.028,0.27,240.94,4.4,1,1,0
0.286,0.238,241.47,1.4,0,0,0
0.172,0,242.85,0.8,0,0,1
4.594,0.408,238.04,19.2,37,1,12
0.852,0.112,241.6,3.6,0,1,0
1.382,0.058,239.58,5.8,0,0,17
1.36,0.122,242.91,5.6,0,0,0
1.616,0.046,238.74,6.8,0,0,18
1.104,0.136,240.74,4.6,0,0,12
0.354,0.076,239.72,1.6,0,0,0
0.222,0,242.2,0.8,0,0,1
0.434,0.264,242.81,2,0,2,1
1.062,0.266,242.34,4.4,0,1,0
1.346,0.094,241.27,5.6,0,1,18
0.248,0.054,240.51,1,0,2,0
1.15,0.356,242.8,5,0,0,0
0.356,0.166,242.02,1.8,0,0,0
2.346,0.314,238.98,9.8,0,1,18
0.742,0.14,241.53,4,0,0,0
0.356,0.124,242.55,1.6,0,0,1
0.96,0.238,240.97,4,0,0,13
0.27,0,243.82,1.2,0,0,0
0.218,0.122,239.33,1,0,0,0
0.212,0.12,243.25,1,0,0,1
0.596,0.336,238.55,2.8,0,1,1
0.386,0.188,238.14,1.8,0,0,0
0.656,0.208,246.29,2.8,0,0,0
1.578,0.186,247.49,6.4,0,1,19
2.498,0.084,237.29,10.4,0,0,18
0.418,0.224,240.34,2,0,2,1
1.3,0,235.96,5.4,0,0,0
0.236,0,247.14,1,0,0,0
0.282,0.208,237.52,1.4,0,0,0
0.358,0.146,244.06,1.6,0,0,1
0.832,0.158,240.27,3.4,0,2,0
0.438,0.184,235.5,2.2,0,0,0
1.25,0,238.84,5.2,0,0,18
0.768,0.15,239.21,3.2,0,0,0
0.152,0.12,240.07,0.8,0,0,0
0.362,0.166,241.44,1.6,0,1,0
0.29,0.048,238.62,1.6,0,0,0
0.314,0,246.4,1.2,0,0,0
1.398,0.112,238.37,5.8,0,0,0
0.852,0.234,241.45,3.6,0,1,1
0.492,0.112,242.04,2.2,0,0,0
2.158,0.086,237.51,9,0,0,17
3.768,0.2,236.34,15.8,38,0,0
0.544,0.222,241.6,2.6,0,0,3
1.712,0.096,238.87,7.2,0,0,18
0.302,0.1,242.83,1.2,0,2,0
2.26,0.114,242.17,9.4,0,0,18
0.55,0.104,238.95,2.2,0,0,1
0.276,0.116,244.6,1.2,0,0,0
0.43,0.246,247,2,0,0,1
0.176,0.15,240.37,0.8,0,0,1
0.916,0.11,237.26,3.8,0,0,0
2.616,0.074,235.93,11,0,0,18
1.906,0.164,240.84,7.8,2,2,18
0.3,0.246,243.11,1.6,0,1,0
0.318,0.094,244.94,1.4,0,1,0
2.12,0.324,242.24,8.8,0,2,19
0.434,0,241.38,2.2,0,0,0
0.272,0.052,244.01,1.2,0,0,0
0.322,0.172,248.95,1.4,0,0,0
0.688,0,238.36,2.8,0,0,0
0.238,0.116,243.2,1,0,0,1
1.11,0.25,241.93,4.8,0,0,8
3.628,0.148,235.26,15.4,37,0,16
0.338,0.1,243.07,1.4,0,0,1
0.68,0.094,243.26,2.8,0,0,1
0.158,0,238.72,0.6,0,0,1
0.366,0.1,246.51,1.6,0,0,1
0.418,0.204,245.03,1.8,0,0,0
0.364,0.36,241.77,2,0,1,0
0.408,0.082,236.95,1.8,0,0,0
1.152,0.212,243.68,4.8,0,1,1
0.302,0.208,236.41,1.6,0,1,0
0.146,0,235.32,0.6,0,0,0
2.128,0.282,236.5,9,0,0,29
0.448,0.05,244.73,1.8,1,0,1
0.214,0,244.32,0.8,0,0,0
5.282,0.252,234.41,22.6,0,35,17
5.088,0.166,241.01,21.4,18,28,19
1.482,0.08,243.61,6,0,0,19
0.576,0,242.35,2.4,0,0,0
0.62,0.106,242.41,3,0,0,5
1.188,0,235.16,5,0,0,17
1.176,0,231.5,5,0,0,17
0.372,0,243.13,1.6,0,0,0
0.258,0,242.15,1,0,0,1
0.342,0.092,240.39,1.4,0,0,1
0.864,0.126,238.97,3.8,0,0,0
0.306,0.084,240.69,1.2,0,1,1
0.528,0.284,241.71,2.4,0,1,0
1.492,0.19,241.41,6.2,0,1,18
1.43,0.094,242.02,5.8,0,0,18
1.59,0,236.22,6.6,0,0,17
0.356,0,241.94,1.4,0,0,0
0.246,0.248,242.41,1.4,0,1,0
0.754,0.212,240.48,3.6,0,0,7
3.37,0.088,239.33,14.6,0,0,17
0.324,0.106,249.58,1.4,0,0,1
0.416,0.164,242.89,2,0,0,1
1.96,0.14,244.79,8,0,0,18
1.408,0,245.68,5.6,0,0,19
1.462,0,234.19,6.2,0,0,18
2.286,0.352,239.68,9.6,1,2,19
4.194,0.56,240.43,17.6,40,1,18
0.376,0.128,241.4,1.6,0,0,0
0.298,0.098,243.42,1.2,0,0,0
1.434,0.088,239.48,6,0,0,18
2.284,0.71,238.66,10.4,0,0,18
1.416,0.076,244.18,5.8,0,0,18
1.462,0.086,237.69,6.2,0,0,17
0.306,0.074,241.92,1.2,0,0,0
0.42,0.228,243.84,1.8,0,0,1
0.238,0.092,241.4,1,0,0,1
0.256,0.136,244.04,1.2,0,0,1
0.296,0.09,240.37,1.2,0,0,0
0.52,0.12,242.33,2.2,0,0,1
0.362,0.224,240.56,1.8,0,0,1
0.566,0.062,241.24,2.6,0,0,0
1.704,0.048,242.52,8,0,0,0
1.412,0.112,240.17,5.8,0,0,18
0.222,0,243.4,1,0,0,0
0.254,0.11,240.24,1.2,0,0,0
1.406,0.174,236.51,6,0,2,17
0.406,0.124,243.83,1.8,0,0,0
0.348,0,243.57,1.4,0,0,1
1.696,0.048,242.35,7,0,0,19
0.356,0.084,247.27,1.4,0,0,0
2.522,0,240.59,10.4,0,0,19
0.162,0,236.71,0.8,0,0,0
0.288,0.08,243.34,1.2,0,1,0
1.778,0.316,240.61,7.4,0,1,19
2.158,0.12,237.85,9,0,0,18
0.226,0,238.58,1,0,0,0
0.2,0.14,242.19,1,0,0,0
1.318,0,240.15,5.4,0,0,19
1.586,0.102,241.51,6.6,0,0,19
0.222,0,243.07,0.8,0,0,0
1.75,0.366,236.57,7.6,1,1,18
2.714,0.328,236.05,11.6,0,2,0
2.704,0.128,241.15,11.2,0,0,18
1.286,0.08,242.76,5.2,0,0,18
1.532,0.068,234.58,6.4,0,0,17
1.532,0,239.34,6.4,0,1,0
2.322,0.456,241.86,10.6,12,0,19
0.228,0,245.03,1,0,0,0
0.328,0.256,242.02,1.6,0,1,0
0.622,0.358,240.66,3.6,1,2,1
0.244,0.112,241.98,1,0,2,1
0.37,0.112,246.59,1.6,0,0,0
0.328,0,244.43,1.4,0,0,0
0.252,0.272,240.49,1.4,0,1,1
2.008,0.2,238.95,8.4,2,2,1
0.35,0.082,241.49,1.4,0,0,0
2.028,0.248,239.24,8.6,0,0,18
0.34,0.144,239.83,1.6,0,1,0
0.296,0.142,242.24,1.4,0,1,1
1.666,0.124,239.59,7,0,0,1
3.844,0.178,237.28,16.2,38,0,18
0.394,0.19,241.67,1.8,0,0,0
1.782,0.096,241.77,7.4,0,0,1
0.192,0.12,241.29,1,0,1,0
1.544,0,240.24,6.4,0,0,17
1.264,0,237.64,5.2,0,0,17
0.268,0.26,242.21,1.4,0,0,1
1.984,0.216,235.95,8.8,1,0,17
3.636,0.082,238.13,15.2,38,1,18
1.668,0.222,243.18,7,0,1,19
0.386,0,239.39,1.6,0,0,1
1.322,0,243.67,5.4,0,0,18
0.268,0.208,239.15,1.4,0,1,0
1.934,0.214,241.64,8,0,1,18
0.64,0.12,241.81,2.6,0,0,0
0.26,0.048,241.33,1.2,0,0,0
0.324,0.05,236.97,1.4,0,1,1
0.234,0.118,241.25,1,0,1,0
2.818,0.23,237.18,11.8,0,1,17
2.96,0.176,240.69,12.2,0,1,18
0.38,0,245.26,1.6,1,0,1
0.322,0.216,236.63,1.6,0,0,1
4.66,0.082,240.43,19.4,38,0,1
0.262,0.242,240.53,1.6,0,0,1
2.98,0.2,240.49,12.4,0,0,18
1.582,0.382,241.67,6.6,0,8,12
0.408,0.234,242.98,1.8,0,2,1
1.484,0.18,230.61,6.6,0,0,16
0.136,0,240.79,0.6,0,0,1
0.484,0.096,242.47,2.2,0,0,0
0.11,0,241.58,0.6,0,0,0
0.608,0.23,243.44,2.6,0,2,1
0.332,0.24,241.19,1.6,0,2,1
1.296,0.098,243.22,5.2,0,0,19
0.082,0,241.3,0.2,0,0,0
1.902,0.202,239.62,8,0,0,18
0.888,0.084,245.07,3.6,0,0,0
1.396,0.072,241.22,5.8,0,1,18
2.024,0.132,242.89,8.2,0,0,18
0.14,0.052,239.05,0.6,0,0,1
0.148,0,243.76,0.6,0,0,1
0.344,0.282,242.13,1.8,0,1,0
0.294,0,240.06,1.2,0,0,0
0.318,0.124,241.75,1.4,0,2,1
1.128,0.092,235.46,4.8,0,0,0
1.536,0.262,241.29,6.4,0,1,18
0.366,0.228,243.75,1.8,0,0,1
1.282,0.096,237.31,5.4,0,1,18
0.248,0.048,242.44,1,0,0,1
0.26,0.08,243.79,1.2,0,0,1
1.468,0,244.6,6,0,0,19
0.154,0,244.32,0.6,0,0,0
0.534,0.11,243.98,2.2,0,1,0
0.146,0,241.55,0.6,0,0,0
0.4,0.132,244.07,1.8,0,0,2
4,0.186,236.46,17.2,0,24,17
0.304,0.068,233.98,1.2,0,0,0
0.31,0.244,240.14,1.6,0,0,1
0.248,0,244.73,1,0,0,0
0.912,0.142,243.34,3.8,0,0,13
0.348,0.08,247.24,1.4,0,0,0
0.266,0,245.42,1.2,0,0,0
0.728,0.056,241.57,3,0,0,0
0.262,0.14,241.33,1.4,0,0,1
4.592,0.452,239.57,19.2,39,0,31
0.278,0.098,240.01,1.2,0,0,0
0.248,0.08,239.35,1,0,2,0
1.794,0.092,238.82,7.4,0,0,0
3.932,0.086,237.24,16.4,37,0,18
1.886,0,240.63,7.8,0,0,17
0.218,0.092,236.34,1,0,0,0
0.698,0.194,238.99,3,0,0,0
5.036,0,235.18,21.4,36,1,18
0.374,0.256,243.79,2,0,0,0
0.118,0,235.61,0.6,0,0,0
1.912,0.096,236.77,8.8,0,0,18
0.234,0.126,239.75,1,0,1,1
1.37,0,238.69,5.6,0,0,17
1.032,0.252,240.4,4.4,1,2,0
0.314,0.088,241.31,1.4,0,1,0
1.622,0.122,239.29,6.8,0,0,18
0.776,0.344,242.15,3.4,0,1,0
3.352,0,234.8,14.2,0,0,17
1.756,0.132,241.93,7.4,0,0,0
1.574,0.122,236.47,6.8,0,1,17
2.508,0.31,237.46,10.6,1,1,18
1.702,0.112,232.41,7.2,0,0,17
1.37,0.046,233.62,5.8,0,0,0
1.528,0,240.17,6.4,0,0,18
1.8,0.108,241.11,7.4,0,2,18
0.298,0.08,244.74,1.2,0,0,0
1.374,0.104,241.85,5.6,1,0,0
0.648,0.224,242.89,3.2,0,0,7
0.32,0.218,240.82,1.6,0,1,0
0.222,0,242,1,0,0,0
0.332,0.116,241.83,1.4,0,0,1
1.314,0.07,240.22,5.4,0,0,18
2.594,0.128,235.76,11,0,0,18
2.57,0.084,242.49,10.6,0,0,0
1.662,0.106,237.88,7,0,0,17
3.254,0,240.02,13.4,0,0,18
0.484,0.094,247.39,2,0,0,1
0.714,0.288,243.53,3.2,0,1,0
1.388,0,242.76,5.6,0,0,18
0.166,0,240.32,0.8,0,0,1
1.344,0,245.53,5.4,0,0,18
0.178,0,242.56,0.8,0,0,0
0.15,0,239.67,0.6,0,0,1
2.724,0,237.25,11.4,0,0,18
0.362,0.094,242.7,1.6,0,0,1
2.092,0.144,241.32,8.6,0,0,18
0.556,0,239.23,2.2,0,0,0
0.224,0,245.24,1,0,0,0
0.302,0.24,237.23,1.6,0,1,0
0.39,0.246,242.7,2,0,1,1
1.338,0.094,240.28,5.6,0,2,18
0.384,0.054,244.25,1.6,0,0,0
0.356,0.218,241.99,1.6,0,0,1
1.6,0.462,232.26,7,0,2,17
0.364,0.11,242.08,1.6,0,0,1
2.868,0.31,242.57,11.8,0,0,0
0.406,0.23,247.53,1.8,0,0,1
0.312,0.088,242.16,1.2,0,0,0
0.802,0,240.97,3.2,0,0,0
0.244,0,241.22,1,0,0,0
1.27,0,237.86,5.2,0,0,17
1.546,0.08,238.37,6.6,0,1,17
0.544,0.256,241.63,2.8,0,1,5
0.332,0.106,246.53,1.4,0,0,1
0.898,0.238,239.34,3.8,0,0,12
3.322,0,239.14,13.8,0,0,18
0.23,0.142,243.29,1,0,2,0
2.668,0.11,237.74,11.2,0,0,0
0.242,0,243.82,1,0,0,0
2.418,0.072,240.61,10,1,0,19
0.156,0.122,240.84,0.8,0,0,0
3.332,0.572,239.02,14.2,0,1,17
2.472,0,237.35,10.4,0,0,18
1.384,0,240.5,5.8,0,0,1
1.376,0.064,243.38,5.6,0,0,19
3.49,0.14,237.12,14.8,0,36,18
0.418,0.078,244.56,1.8,0,0,1
0.222,0,246.3,0.8,0,0,0
0.384,0.234,244.4,1.8,0,1,0
3.298,0,240.08,13.8,0,32,18
0.158,0,243.03,0.6,0,0,0
0.232,0,238.83,1,0,0,1
0.224,0,248.18,1,0,0,0
1.722,0,248.79,6.8,0,0,19
1.258,0.09,239.21,5.2,0,0,18
0.32,0.12,245.77,1.4,0,0,0
0.352,0.084,240.97,1.6,0,0,0
0.494,0.062,243.55,2.2,0,0,0
0.46,0.196,244.81,2,0,2,1
1.328,0,241.33,5.4,0,0,19
1.158,0.07,237.62,4.8,0,0,0
0.742,0.066,239.08,3,0,0,0
1.316,0.098,240.92,5.4,0,0,18
1.208,0,237.77,5,0,0,18
0.394,0,243.4,1.8,0,0,0
0.74,0.096,245.06,3,0,0,1
2.424,0,238.22,10.2,0,0,18
1.368,0.062,240.35,5.6,0,0,17
1.394,0,238.36,5.8,0,0,18
0.264,0,247.3,1.2,0,0,0
1.596,0.094,237.36,6.8,0,0,17
1.924,0.084,239.24,8,0,0,0
1.47,0.602,240.86,6.6,0,1,0
0.226,0,239.71,1,0,0,0
0.256,0,243.73,1,0,0,1
0.274,0.086,244.24,1.4,0,0,1
1.266,0,241.58,5.2,0,0,18
2.596,0.342,239.96,10.8,0,1,0
1.942,0,241.54,8,0,0,18
0.388,0.144,244.12,1.6,0,0,1
1.526,0.048,244.92,6.2,0,0,18
0.696,0.17,232.81,3,0,0,0
0.588,0.116,235.24,2.8,2,0,0
0.422,0.194,243.71,1.8,0,1,1
0.256,0.116,239.82,1.2,0,0,1
0.322,0.248,241.48,1.6,0,1,0
0.354,0.08,236.64,1.6,0,1,0
1.116,0,234.16,4.6,0,0,17
0.254,0,247.7,1,0,0,1
0.322,0.236,239.29,1.6,0,0,0
0.306,0.23,238.13,1.6,0,1,1
2.36,0.068,240.02,9.8,0,0,19
0.262,0.124,243.42,1.2,0,3,0
2.336,0.274,240.59,10.4,0,0,18
0.506,0.442,241.91,2.8,0,1,0
1.534,0.272,240.44,6.4,1,0,19
5.46,0,235.22,23.2,37,0,18
1.262,0.06,238.63,5.2,0,0,18
2.788,0.084,241.87,11.4,0,0,18
3.364,0,236.86,14.2,0,0,17
0.4,0.228,242.1,1.8,0,1,0
4.294,0,235.32,18.2,0,0,18
0.654,0,244.3,2.6,0,0,1
0.862,0.202,240.45,3.6,0,0,12
2.682,0.048,237.69,11.2,0,0,0
1.26,0,240.14,5.2,0,0,17
1.716,0.154,232.92,7.4,1,1,17
1.244,0,233.12,5.2,0,0,0
2.3,0.052,238.65,9.6,0,0,18
1.498,0.1,238.5,6.2,0,3,17
1.638,0.202,239.17,6.8,0,0,18
3.248,0,240.66,13.4,0,0,17
1.272,0.102,235.25,5.4,0,0,17
1.284,0.19,239.45,5.6,1,0,1
1.318,0.058,237.76,5.4,0,0,18
0.202,0.058,239.5,0.8,0,0,0
0.302,0.236,242.45,1.6,0,2,0
0.232,0.114,237.18,1,0,0,0
0.116,0,238.67,0.6,0,0,0
2.6,0.228,241.25,10.8,0,2,0
0.386,0.076,244.65,1.6,0,0,0
0.536,0.376,247.93,2.6,0,1,0
0.234,0,241.61,1,0,0,1
0.274,0.144,244.97,1.2,0,0,0
2.908,0,239.51,12,0,0,18
1.592,0.36,234.12,6.8,0,0,17
0.18,0.164,245.07,1,0,0,1
0.084,0,243.52,0.2,0,0,1
0.32,0.078,245.64,1.2,0,0,1
2.236,0.06,240.49,10,1,0,1
0.176,0.06,243.09,0.8,0,0,0
0.36,0.182,241.64,1.6,0,2,0
0.18,0.164,245.36,1,0,0,0
1.396,0,242.39,5.8,0,1,18
0.364,0.134,246.73,1.6,0,0,1
0.5,0.116,246.03,2,0,0,0
1.372,0,244.59,5.6,0,0,18
1.384,0.058,241.61,5.6,0,0,19
3.434,0.36,239.48,14.4,1,34,18
2.418,0.368,239.79,10.2,1,0,18
1.074,0.048,240.38,4.4,0,0,0
